         128502091 function calls (127962783 primitive calls) in 2091.010 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:237(__set_name__)
     10/7    0.000    0.000    0.023    0.003 <frozen importlib._bootstrap>:1122(_find_and_load_unlocked)
       21    0.000    0.000    0.003    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:75(Condition)
       69    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:1214(daemon)
       21    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:92(_get_distributed_settings)
       62    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
    46/18    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:2335(named_modules)
       78    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
       62    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\__init__.py:146(_DType_reduce)
        9    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:291(parse_traced_name)
        2    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:225(__init__)
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:270(notify)
      240    0.000    0.000    0.000    0.000 {method '__getstate__' of 'object' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:609(_reset)
      192    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:36(__init__)
        2    0.000    0.000    0.963    0.481 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\datasets\cifar.py:128(_check_integrity)
     10/7    0.000    0.000    0.011    0.002 {built-in method builtins.exec}
       32    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_builtins.py:186(_find_builtin)
       10    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:575(pack_group)
      458    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       87    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
       70    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
       80    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:94(__enter__)
       11    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\writer.py:76(get_logdir)
       83    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:1081(<genexpr>)
       79    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\queue.py:213(_put)
       21    0.000    0.000    0.000    0.000 {method 'manual_seed' of 'torch._C.Generator' objects}
       97    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:150(append)
       40    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:27(__exit__)
        9    0.000    0.000    0.008    0.001 <frozen importlib._bootstrap_external>:1127(get_data)
       95    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:307(<listcomp>)
       32    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_tree_views.make_raw_range}
       32    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:108(get_properties_names)
      272    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:197(get_start_method)
        1    0.000    0.000    0.030    0.030 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\summary.py:588(make_image)
       83    0.000    0.000    0.004    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:144(__init__)
       16    0.000    0.000    0.000    0.000 {built-in method torch._C._create_methods_and_properties}
      244    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:99(_check_closed)
      167    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:237(get_context)
       18    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:167(get_annotations)
       24    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\autograd\grad_mode.py:73(__init__)
       32    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\annotations.py:368(is_tensor)
        2    0.000    0.000    0.178    0.089 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\_contextlib.py:112(decorate_context)
       62    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       62    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\spawn.py:136(_check_not_importing_main)
       14    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
       16    0.000    0.000    0.019    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:624(_construct)
       80    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:153(__eq__)
       12    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\tokenize.py:299(detect_encoding)
      114    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:440(_auto_collation)
      106    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:130(__del__)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_pass_erase_shape_information}
       20    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:570(<setcomp>)
       20    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       60    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       21    0.000    0.000    0.003    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:212(__init__)
      124    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:94(<genexpr>)
       25    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:162(__getitem__)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:160(get_annotations)
       48    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_jit_internal.py:1033(is_optional)
       80    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\autograd\grad_mode.py:82(__exit__)
       84    0.000    0.000    0.003    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:125(__init__)
       32    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:109(<setcomp>)
       62    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\subprocess.py:290(_optim_args_from_interpreter_flags)
        6    0.000    0.000    0.036    0.006 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorflow\python\lib\io\file_io.py:213(flush)
        1    0.000    0.000    0.001    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:215(to_proto)
      147    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       32    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:103(jit_ignored_properties)
      230    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       62    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:234(ident)
       14    0.000    0.000    0.000    0.000 {built-in method torch._C.push_scope}
     10/7    0.000    0.000    0.020    0.003 <frozen importlib._bootstrap>:666(_load_unlocked)
       21    0.000    0.000  930.050   44.288 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:425(__iter__)
       48    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_jit_internal.py:982(is_tuple)
       32    0.000    0.000    0.000    0.000 {built-in method torch._C.get}
        6    0.000    0.000    0.036    0.006 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorflow\python\lib\io\file_io.py:501(recursive_create_dir_v2)
       12    0.000    0.000    0.000    0.000 {built-in method _make_subclass}
       80    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:97(__exit__)
        3    0.000    0.000    0.018    0.006 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\conv.py:70(__init__)
      114    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\google\protobuf\message.py:114(CopyFrom)
       19    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\_monitor.py:94(report)
       21    0.000    0.000    0.005    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:323(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
      292    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\context.py:187(get_context)
        1    0.000    0.000    0.001    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:485(__new__)
      114    0.000    0.000    0.000    0.000 {method 'MergeFrom' of 'google._upb._message.Message' objects}
       10    0.000    0.000    0.003    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\serialization.py:465(__exit__)
       14    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       69    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:1199(daemon)
       16    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:615(__init__)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      2/1    0.000    0.000    0.282    0.282 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:911(trace_module)
      9/7    0.000    0.000    0.020    0.003 <frozen importlib._bootstrap_external>:934(exec_module)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:459(create_methods_and_properties_from_stubs)
       20    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:296(notify_all)
        3    0.000    0.000    0.000    0.000 {built-in method torch._C.nodes}
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
       24    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\autograd\grad_mode.py:78(__enter__)
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:110(remove)
      101    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       28    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:789(__getattr__)
       32    0.000    0.000    0.002    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\annotations.py:507(ann_to_type)
        6    0.000    0.000    0.036    0.006 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorboard\summary\writer\record_writer.py:42(flush)
       40    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\_weakrefset.py:21(__enter__)
       33    0.000    0.000    0.007    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\writer.py:270(_get_file_writer)
       14    0.000    0.000    0.964    0.069 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\datasets\utils.py:69(check_integrity)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:227(__init__)
        6    0.000    0.000    0.008    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\init.py:373(kaiming_uniform_)
      273    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method torch.all}
       10    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:577(<dictcomp>)
       10    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:580(<listcomp>)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
       23    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       62    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
       10    0.000    0.000    0.010    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\serialization.py:486(_open_zipfile_writer)
       32    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_script.py:519(__init__)
       43    0.000    0.000    0.000    0.000 {built-in method torch._C.hasAttribute}
       95    0.000    0.000    0.000    0.000 {built-in method torch._C.outputsSize}
       60    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:2287(named_children)
        6    0.000    0.000    0.010    0.002 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorboard\summary\writer\event_file_writer.py:140(__init__)
        1    0.000    0.000    0.298    0.298 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\writer.py:855(add_graph)
     16/2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:2379(train)
       16    0.000    0.000    0.007    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:592(getmembers)
       16    0.000    0.000    0.007    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\frontend.py:199(get_class_properties)
       21    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\distributed\distributed_c10d.py:555(WORLD)
       75    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:273(_release_save)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
       48    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_jit_internal.py:996(is_list)
        1    0.000    0.000    0.001    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\GifImagePlugin.py:1(<module>)
      217    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x00000277B07B1A80}
        4    0.000    0.000    0.000    0.000 {method 'double' of 'torch._C._TensorBase' objects}
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:87(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:163(find_common_root)
       95    0.000    0.000    0.000    0.000 {built-in method torch._C.hasUses}
       48    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_jit_internal.py:1009(is_dict)
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
       17    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_proto_graph.py:22(tensor_shape_proto)
      187    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
       14    0.000    0.000    0.000    0.000 {built-in method torch._C.pop_scope}
       50    0.000    0.000    0.000    0.000 {built-in method torch._C.output}
       80    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_jit_internal.py:1022(is_union)
       16    0.000    0.000    0.000    0.000 {built-in method torch._C.add_ignored_attributes}
       14    0.000    0.000    0.002    0.000 <frozen genericpath>:27(isfile)
       32    0.000    0.000    0.000    0.000 {built-in method torch._C.sizes}
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:56(__eq__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       24    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:1145(check_unique)
       95    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:116(<dictcomp>)
       40    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1154(__hash__)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:903(get_hook_stubs)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        7    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:353(__setitem__)
       95    0.000    0.000    0.000    0.000 {built-in method torch._C.hasMultipleOutputs}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:447(_parse_sub)
       21    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\distributed\distributed_c10d.py:908(is_initialized)
       83    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\tempfile.py:229(_get_candidate_names)
        1    0.000    0.000    0.022    0.022 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:2328(save)
      157    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:568(is_set)
      2/1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:37(_compile)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\queues.py:1(<module>)
       55    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:382(_node_get)
       24    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\_contextlib.py:149(__new__)
       52    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:1749(currentframe)
        2    0.000    0.000    0.001    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\testing\_comparison.py:1042(originate_pairs)
        9    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1464(_get_spec)
       32    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\typing.py:1352(__eq__)
       43    0.000    0.000    0.000    0.000 {built-in method torch._C.s}
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
    40/38    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:416(__setattr__)
       51    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       46    0.000    0.000    0.000    0.000 {built-in method torch._C.success}
        4    0.000    0.000    0.000    0.000 {built-in method torch._C._get_method}
      120    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\util.py:44(sub_debug)
        2    0.000    0.000    0.002    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:507(compare_outputs)
       12    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\module.py:554(register_parameter)
       16    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_recursive.py:474(create_hooks_from_stubs)
       62    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:205(daemon)
       20    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
      2/1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:172(getwidth)
       16    0.000    0.000    0.000    0.000 {built-in method torch._C._create_hooks}
      113    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       62    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\process.py:189(name)
        2    0.000    0.000    0.003    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\datasets\cifar.py:94(_load_meta)
        6    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tensorflow\python\util\compat.py:61(as_bytes)
       82    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\BmpImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\synchronize.py:1(<module>)
       21    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\distributed\__init__.py:7(is_available)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:571(_code)
      124    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\spawn.py:43(get_executable)
       60    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:225(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:337(__init__)
       48    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\parameter.py:164(is_lazy)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       40    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1150(_comparable)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:846(add_param_group)
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1144(__del__)
       20    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:1477(__del__)
      153    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      4/2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2426(_signature_from_callable)
        1    0.000    0.000    0.028    0.028 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\cifar.py:71(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2331(_signature_from_function)
       28    0.000    0.000    0.000    0.000 {built-in method torch._C.hasattr}
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\cProfile.py:117(__exit__)
        3    0.000    0.000    0.008    0.003 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\linear.py:103(reset_parameters)
       89    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       16    0.000    0.000    0.000    0.000 {built-in method torch._C.get_modules}
        3    0.000    0.000    0.008    0.003 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\linear.py:90(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
        3    0.000    0.000    0.020    0.007 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\conv.py:428(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        1    0.000    0.000    0.005    0.005 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\PngImagePlugin.py:1221(_save)
       97    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\tensorboard\_pytorch_graph.py:206(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_ops.py:406(__init__)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_ops.py:641(__getattr__)
       27    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
