         128502091 function calls (127962783 primitive calls) in 2091.010 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    63002    0.212    0.000    0.268    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\storage.py:458(__new__)
    60000    0.212    0.000   15.942    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:129(__call__)
    31464    0.211    0.000    0.705    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:359(notify)
      385    0.207    0.001    0.207    0.001 {method 'read' of '_io.BufferedReader' objects}
   415767    0.204    0.000    0.204    0.000 {method 'get' of 'dict' objects}
   500020    0.203    0.000    0.264    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\sampler.py:149(__iter__)
    60000    0.199    0.000    3.503    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\transforms.py:353(forward)
    62541    0.193    0.000    3.177    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_ops.py:687(__call__)
     7634    0.193    0.000    6.894    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1195(update)
    15630    0.190    0.000   26.018    0.002 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\loss.py:1178(forward)
    60001    0.188    0.000    0.188    0.000 {method 'decode' of 'ImagingDecoder' objects}
    62541    0.187    0.000    9.337    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_ops.py:447(__call__)
    15642    0.184    0.000    0.309    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\functools.py:35(update_wrapper)
    31261    0.177    0.000   17.388    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:1265(_get_data)
    15630    0.171    0.000   23.651    0.002 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\sgd.py:185(sgd)
    45814    0.166    0.000    0.166    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:230(__call__)
    31261    0.162    0.000   17.211    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:1119(_try_get_data)
    31263    0.162    0.000   22.088    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\modules\dropout.py:57(forward)
    15630    0.162    0.000    0.522    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\optim\optimizer.py:109(_default_to_fused_or_foreach)
    15641    0.159    0.000    4.833    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_dynamo\decorators.py:33(disable)
    70336    0.156    0.000    0.156    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
   312642    0.156    0.000    0.156    0.000 {method 'reverse' of 'list' objects}
    31261    0.153    0.000    1.648    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:252(poll)
    31308    0.152    0.000    0.260    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\autograd\grad_mode.py:182(__init__)
   112548    0.150    0.000    0.150    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
    24854    0.150    0.000    0.988    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\functional.py:667(hflip)
      508    0.147    0.000    0.460    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\multiprocessing\reductions.py:85(free_dead_references)
   100124    0.146    0.000    0.149    0.000 {built-in method _abc._abc_instancecheck}
    15641    0.145    0.000    0.324    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:896(getfile)
    31261    0.145    0.000    1.420    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:325(_poll)
    31261    0.141    0.000    2.802    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:1367(_process_data)
    62522    0.141    0.000    0.524    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\multiprocessing\reductions.py:347(storage_from_cache)
   100000    0.139    0.000    0.194    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\enum.py:1226(__hash__)
   120000    0.137    0.000    0.176    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:493(width)
    62628    0.131    0.000    0.131    0.000 {method 'GetOverlappedResult' of '_winapi.Overlapped' objects}
    15630    0.126    0.000   25.772    0.002 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\nn\functional.py:2963(cross_entropy)
    15641    0.124    0.000    0.136    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_dynamo\eval_frame.py:221(__init__)
94560/94558    0.122    0.000    0.934    0.000 {built-in method builtins.next}
   375823    0.121    0.000    0.121    0.000 {built-in method builtins.id}
    60001    0.120    0.000    0.120    0.000 {built-in method PIL._imaging.raw_decoder}
    50000    0.119    0.000    0.599    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:1579(histogram)
    15348    0.115    0.000    0.163    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:204(_is_ascii)
   250000    0.110    0.000    0.110    0.000 {built-in method math.sin}
        3    0.109    0.036    0.114    0.038 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\jit\_trace.py:465(run_mod_and_filter_tensor_outputs)
    50000    0.104    0.000    0.104    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\functional.py:1054(<listcomp>)
   120000    0.103    0.000    0.141    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:497(height)
    24854    0.103    0.000    0.103    0.000 {method 'transpose' of 'ImagingCore' objects}
    60000    0.102    0.000    0.122    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\functional.py:115(_is_numpy)
   229183    0.101    0.000    0.101    0.000 {built-in method builtins.setattr}
    76124    0.097    0.000    0.097    0.000 {built-in method builtins.max}
   100124    0.097    0.000    0.245    0.000 <frozen abc>:117(__instancecheck__)
    50000    0.095    0.000    0.095    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:2297(transform)
    60000    0.093    0.000    0.093    0.000 {built-in method PIL._imaging.raw_encoder}
    60000    0.093    0.000    0.093    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\_functional_tensor.py:9(_is_tensor_a_torch_image)
     7674    0.088    0.000    0.136    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1443(format_dict)
    62532    0.085    0.000    0.085    0.000 {method 'write' of '_io.BytesIO' objects}
    24854    0.084    0.000    0.424    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:2780(transpose)
    60000    0.084    0.000    0.177    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\_functional_tensor.py:13(_assert_image_tensor)
    60000    0.084    0.000    0.084    0.000 {built-in method torch.get_default_dtype}
     7674    0.083    0.000    2.951    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1147(__str__)
    60000    0.081    0.000    0.094    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\functional.py:366(_compute_resized_output_size)
    31308    0.080    0.000    0.080    0.000 {built-in method torch._C._set_grad_enabled}
    65532    0.080    0.000    0.161    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\multiprocessing\reductions.py:44(expired)
    31263    0.080    0.000    0.119    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_VF.py:26(__getattr__)
112565/112562    0.079    0.000   24.719    0.000 {built-in method builtins.iter}
    15642    0.079    0.000    0.087    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:104(__init__)
    15641    0.078    0.000    0.435    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\package\package_importer.py:692(_patched_getfile)
    15641    0.077    0.000    0.213    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_dynamo\eval_frame.py:442(__init__)
   156694    0.077    0.000    0.077    0.000 {method '__exit__' of '_thread.lock' objects}
     7654    0.077    0.000    6.600    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1322(refresh)
      108    0.077    0.001    0.077    0.001 {built-in method io.open}
    60001    0.076    0.000    0.076    0.000 {method 'setimage' of 'ImagingEncoder' objects}
     7674    0.075    0.000    0.087    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:185(__format__)
   200000    0.074    0.000    0.074    0.000 {built-in method math.radians}
   156300    0.073    0.000    0.073    0.000 {method 'index' of 'tuple' objects}
    23022    0.072    0.000    2.611    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:309(disp_len)
       20    0.071    0.004    0.072    0.004 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:228(_screen_shape_windows)
    15642    0.071    0.000    0.101    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:141(__exit__)
    62468    0.068    0.000    0.151    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\multiprocessing\reductions.py:47(__del__)
    31380    0.068    0.000    0.205    0.000 {built-in method builtins.any}
    60000    0.066    0.000    0.066    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
    31539    0.065    0.000    0.094    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:279(_is_owned)
    23022    0.065    0.000    2.480    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:305(_text_width)
     7674    0.064    0.000    6.341    0.001 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:1461(display)
        1    0.063    0.063    5.803    5.803 C:\Users\dell\OneDrive\Bureau\segmentation\segmentation\loss_alix\hierarchical\cifar.py:63(<listcomp>)
    31539    0.062    0.000    0.100    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:264(__enter__)
    15328    0.060    0.000    0.134    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:285(format_interval)
    24854    0.059    0.000    0.514    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\transforms\_functional_pil.py:51(hflip)
    23024    0.059    0.000    0.059    0.000 {method 'sub' of 're.Pattern' objects}
    31539    0.059    0.000    0.075    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\threading.py:267(__exit__)
     7674    0.059    0.000    2.245    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:339(fp_write)
    15630    0.058    0.000    0.058    0.000 {built-in method torch._C._are_functorch_transforms_active}
       14    0.058    0.004    0.962    0.069 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torchvision\datasets\utils.py:51(calculate_md5)
   100000    0.058    0.000    0.058    0.000 {built-in method math.tan}
     7734    0.058    0.000    0.099    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:105(release)
    62522    0.058    0.000    0.058    0.000 {method '_weak_ref' of 'torch._C.StorageBase' objects}
    62522    0.057    0.000    0.057    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:138(_check_readable)
     7674    0.057    0.000    3.315    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:345(print_status)
63050/63047    0.056    0.000    0.056    0.000 {built-in method __new__ of type object at 0x00007FFC49EA8F90}
      260    0.055    0.000    0.055    0.000 {built-in method torch._C.write_record}
   100002    0.055    0.000    0.055    0.000 {built-in method builtins.hash}
    15641    0.055    0.000    2.651    0.000 <frozen genericpath>:16(exists)
    62522    0.055    0.000    0.055    0.000 {method '_shared_decref' of 'torch._C.StorageBase' objects}
    62541    0.054    0.000    0.054    0.000 {method '__exit__' of 'torch._C.DisableTorchFunctionSubclass' objects}
      8/4    0.054    0.007    0.054    0.013 {built-in method numpy.core._multiarray_umath.implement_array_function}
    63741    0.053    0.000    0.053    0.000 {built-in method time.time}
    46923    0.053    0.000    0.081    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:943(<genexpr>)
    15900    0.053    0.000    0.053    0.000 {method 'size' of 'torch._C._TensorBase' objects}
    65532    0.052    0.000    0.080    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\storage.py:1059(_expired)
    62793    0.052    0.000    0.052    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\multiprocessing\connection.py:134(_check_closed)
    60001    0.052    0.000    0.052    0.000 {method 'setimage' of 'ImagingDecoder' objects}
    15642    0.050    0.000    0.050    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\functools.py:65(wraps)
    31282    0.048    0.000    0.066    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\_dynamo\eval_frame.py:192(innermost_fn)
    15642    0.048    0.000    0.134    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:287(helper)
    46962    0.048    0.000    0.048    0.000 {built-in method torch.is_grad_enabled}
    62468    0.048    0.000    0.083    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\storage.py:923(_free_weak_ref)
     7734    0.047    0.000    0.101    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\std.py:101(acquire)
    62771    0.045    0.000    0.045    0.000 {method 'endswith' of 'str' objects}
    31385    0.045    0.000    0.886    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\data\dataloader.py:619(_next_index)
    15388    0.042    0.000    2.193    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\tqdm\utils.py:125(inner)
   161173    0.041    0.000    0.041    0.000 {built-in method builtins.ord}
    31362    0.040    0.000    0.051    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:292(isclass)
    31282    0.039    0.000    0.039    0.000 {built-in method torch._C._dynamo.eval_frame.set_eval_frame}
    46923    0.039    0.000    0.056    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\inspect.py:946(<genexpr>)
    31539    0.038    0.000    0.038    0.000 {method '__enter__' of '_thread.lock' objects}
    62522    0.038    0.000    0.038    0.000 {built-in method time.monotonic}
    15630    0.038    0.000    0.061    0.000 C:\Users\dell\AppData\Local\Programs\Python\Python311\Lib\site-packages\torch\utils\_foreach_utils.py:14(_get_fused_kernels_supported_devices)
